Iter,MSE
0, 1.000000000000
1, 0.188807961477
2, 0.154061526189
3, 0.136563129133
4, 0.121747768844
5, 0.108079363312
6, 0.100127410629
7, 0.095825463519
8, 0.091607099103
9, 0.085607821728
10, 0.081530357357
11, 0.078877541448
12, 0.076245486662
13, 0.074703443193
14, 0.073883962719
15, 0.073114116746
16, 0.072637657085
17, 0.071685924660
18, 0.070944052179
19, 0.070591609567
20, 0.069886167841
21, 0.069698815327
22, 0.070209792184
23, 0.070463059318
24, 0.070617286793
