Iter,SER
0, 1.0000
1, 0.4055
2, 0.3342
3, 0.2991
4, 0.2765
5, 0.2614
6, 0.2560
7, 0.2551
8, 0.2532
9, 0.2502
10, 0.2523
11, 0.2527
12, 0.2533
