Iter,SER
0, 1.0000
1, 0.3818
2, 0.3193
3, 0.2842
4, 0.2606
5, 0.2323
6, 0.2042
7, 0.1835
8, 0.1571
9, 0.1337
10, 0.1050
11, 0.0682
12, 0.0327
13, 0.0061
14, 0.0004
15, 0.0000
16, 0.0000
