Iter,SER
0, 1.000000000000
1, 0.365478515625
2, 0.313964843750
3, 0.297973632812
4, 0.271972656250
5, 0.241333007812
6, 0.214111328125
7, 0.197631835938
8, 0.180419921875
9, 0.156372070312
10, 0.138305664062
11, 0.113403320312
12, 0.080688476562
13, 0.042480468750
14, 0.004882812500
15, 0.000000000000
16, 0.000000000000
