,0
0,1.0
1,0.38439941375
2,0.315917969375
3,0.2806396493750001
4,0.24993896625
5,0.219665526875
6,0.193847655625
7,0.172119140625
8,0.14343261625000003
9,0.11657714875
10,0.0902099625
11,0.06695556500000001
12,0.043701171250000004
13,0.025634765
14,0.012817382499999998
15,0.00433349625
16,0.001586913125
17,0.0009765606249999999
18,0.001159665625
19,0.001159665625
20,0.0010986306249999999
21,0.0010986306249999999
