Iter,SER
0, 1.0000
1, 0.4265
2, 0.3669
3, 0.3497
4, 0.3259
5, 0.3080
6, 0.2949
7, 0.2808
8, 0.2705
9, 0.2590
10, 0.2467
11, 0.2385
12, 0.2327
13, 0.2310
14, 0.2206
15, 0.2179
16, 0.2170
17, 0.2175
18, 0.2106
19, 0.2118
20, 0.2087
21, 0.2069
22, 0.2050
23, 0.2087
24, 0.2065
