Iter,SER
0, 1.0000
1, 0.4026
2, 0.3517
3, 0.3223
4, 0.2952
5, 0.2671
6, 0.2477
7, 0.2231
8, 0.2090
9, 0.1924
10, 0.1776
11, 0.1660
12, 0.1525
13, 0.1387
14, 0.1271
15, 0.1213
16, 0.1040
17, 0.0886
18, 0.0785
19, 0.0656
20, 0.0494
21, 0.0369
22, 0.0214
23, 0.0142
24, 0.0078
