Iter,SER
0, 1.0000
1, 0.3946
2, 0.3362
3, 0.3006
4, 0.2709
5, 0.2447
6, 0.2208
7, 0.2014
8, 0.1874
9, 0.1679
10, 0.1511
11, 0.1349
12, 0.1212
13, 0.1026
14, 0.0849
15, 0.0690
16, 0.0531
17, 0.0352
18, 0.0197
19, 0.0093
20, 0.0037
21, 0.0027
22, 0.0024
23, 0.0024
