Iter,SER
0, 1.0000
1, 0.4189
2, 0.3729
3, 0.3451
4, 0.3210
5, 0.3068
6, 0.2938
7, 0.2761
8, 0.2603
9, 0.2510
10, 0.2405
11, 0.2335
12, 0.2267
13, 0.2205
14, 0.2192
15, 0.2145
16, 0.2141
17, 0.2114
18, 0.2107
19, 0.2082
20, 0.2063
21, 0.2064
22, 0.2048
23, 0.2049
24, 0.2057
