Iter SER
0 1.000000000000
1 0.385864257812
2 0.323364257812
3 0.278808593750
4 0.244140625000
5 0.221923828125
6 0.191162109375
7 0.170776367188
8 0.151123046875
9 0.126708984375
10 0.098266601562
11 0.073364257812
12 0.049560546875
13 0.025146484375
14 0.010131835938
15 0.003295898438
16 0.000976562500
17 0.000854492188
18 0.001098632812
19 0.001098632812
20 0.001098632812
21 0.001098632812
